order_id,date,product,region,quantity,unit_price,customer_id,discount,total_amount
ORD0141,2024-08-14,Phone,North,7,695.4080949691394,CUST196,0.03338488353468453,4705.343836966625
ORD0142,2024-09-11,Tablet,North,10,1445.9847369419767,CUST116,0.255711609779829,10762.296521414813
ORD0143,2024-07-05,Phone,South,1,1568.4147185926172,CUST151,0.14898006937536765,1334.7521850073413
ORD0144,2024-11-15,Laptop,Central,5,1056.0424541381399,CUST162,0.22614000859893382,4086.145022392509
ORD0145,2024-05-14,Laptop,South,5,1525.4135672139626,CUST124,0.16664941691173965,6356.021428442495
ORD0146,2024-07-04,Tablet,South,10,1121.2772426266772,CUST008,0.03474383174498151,10823.197747693792
ORD0147,2024-12-21,Monitor,South,5,1477.4771127551178,CUST023,0.23869929282397165,5624.021853884339
ORD0148,2024-04-10,Monitor,East,3,682.7863851386517,CUST173,0.14954406756081237,1742.0391954896227
ORD0149,2024-07-13,Keyboard,South,1,1445.1560636686297,CUST016,0.12049805329382718,1271.0175712907896
ORD0150,2024-03-21,Laptop,East,8,273.7526812049314,CUST019,0.2814305785939351,1573.682445934292
ORD0151,2024-10-23,Monitor,North,6,1651.1869252045142,CUST199,0.24460262624616932,7483.813601256917
ORD0152,2024-01-21,Laptop,Central,8,250.63110565209678,CUST057,0.13336862650146594,1737.6382346618625
ORD0153,2024-04-07,Tablet,South,1,1168.8206032592711,CUST158,0.2318291239467286,897.8539467547874
ORD0154,2024-02-12,Keyboard,West,4,842.2314729510377,CUST150,0.09914479736374196,3034.9144169277647
ORD0155,2024-02-10,Laptop,Central,10,756.1895654912277,CUST102,0.07246170291171541,7013.947818516632
ORD0156,2024-02-10,Keyboard,East,5,1534.499952675253,CUST068,0.12436654586218301,6718.297469676742
ORD0157,2024-08-08,Monitor,East,9,1858.707234100682,CUST036,0.07719252057624185,15437.0604391844
ORD0158,2024-11-27,Tablet,East,1,875.7382423919981,CUST098,0.2966333212448856,615.9650990101011
ORD0159,2024-11-23,Tablet,East,3,433.01172447358493,CUST041,0.03347457185008625,1255.5505271722923
ORD0160,2024-11-26,Tablet,East,3,832.0656223875937,CUST198,0.09966896146367064,2247.4035178037984
ORD0161,2024-11-17,Keyboard,West,2,135.57273804417133,CUST087,0.2773993160386839,195.9299064744531
ORD0162,2024-10-01,Tablet,Central,8,809.9394013589966,CUST164,0.05819904280661466,6102.413627748324
ORD0163,2024-09-18,Laptop,East,6,1018.8304034930053,CUST157,0.25435803510948607,4558.096223704318
ORD0164,2024-07-02,Laptop,Central,2,1209.0970955784376,CUST043,0.03647178822053519,2329.998324740873
ORD0165,2024-05-11,Keyboard,Central,5,1759.5311717229424,CUST004,0.22672697106898537,6802.989993283683
ORD0166,2024-10-10,Phone,West,3,785.408074518589,CUST145,0.1311837132481446,2047.125980664495
ORD0167,2024-12-28,Monitor,South,7,1615.2982516799616,CUST157,0.03156745005639675,10950.151833557085
ORD0168,2024-07-21,Phone,North,9,428.1549791393631,CUST029,0.2560822000429682,2866.6089910980345
ORD0169,2024-10-17,Laptop,West,7,302.955613548852,CUST089,0.2127052843273011,1669.6074754127405
ORD0170,2024-09-12,Keyboard,North,5,1404.7247875861153,CUST181,0.03533738634020045,6775.427425327644
ORD0171,2024-08-04,Monitor,Central,2,709.1500474602639,CUST016,0.048356368221856814,1349.7162532814561
ORD0172,2024-08-21,Keyboard,West,9,1719.886718024701,CUST181,0.2167319970584338,12124.19011421639
ORD0173,2024-05-13,Tablet,North,1,1608.8008691214313,CUST003,0.11317574536875347,1426.723631608715
ORD0174,2024-11-23,Phone,Central,4,559.5904131226255,CUST098,0.06385816011400787,2095.423995692708
ORD0175,2024-04-01,Keyboard,North,8,948.9154302233935,CUST009,0.1021351142143219,6815.982755022359
ORD0176,2024-10-14,Tablet,Central,5,1312.3812894415985,CUST095,0.28928729148636967,4663.630304108246
ORD0177,2024-03-15,Monitor,Central,7,1077.9635356023612,CUST115,0.15611030906194312,6367.776204313802
ORD0178,2024-04-19,Keyboard,Central,7,309.63765575429534,CUST125,0.054179398656529744,2050.0317163487703
ORD0179,2024-02-11,Laptop,North,7,764.8123607016294,CUST099,0.19909376515939625,4287.800917183669
ORD0180,2024-02-25,Tablet,West,5,568.7092731821351,CUST169,0.11911931928434226,2504.8250584499306
ORD0181,2024-06-14,Phone,North,5,1023.7072151773692,CUST009,0.2187647316149113,3998.7809049842194
ORD0182,2024-06-19,Keyboard,West,1,171.6496817491589,CUST167,0.24177168929808135,130.14964822518672
ORD0183,2024-08-27,Laptop,East,1,478.1320915972405,CUST154,0.19072151144911414,386.9420164154885
ORD0184,2024-01-11,Keyboard,East,5,105.21232320251315,CUST126,0.2776318942137808,380.0101330858345
ORD0185,2024-03-09,Phone,North,10,1288.4412466953272,CUST085,0.27925055698122164,9286.433109180776
ORD0186,2024-10-04,Laptop,Central,3,461.9514180816976,CUST072,0.049150408998039415,1317.7389508372735
ORD0187,2024-01-06,Laptop,North,1,292.8454230149621,CUST006,0.04297608375320248,280.260073588729
ORD0188,2024-03-17,Phone,Central,1,1868.6560444491524,CUST139,0.11090411885289327,1661.414392400386
ORD0189,2024-08-03,Laptop,East,7,1523.8908310454735,CUST031,0.28460276849924493,7631.310971475216
ORD0190,2024-12-04,Laptop,North,9,709.5942283193754,CUST168,0.16650840275238435,5322.967440836449
ORD0191,2024-11-16,Keyboard,East,6,149.9411724345888,CUST079,0.1488512353790297,765.7334621011208
ORD0192,2024-02-14,Laptop,Central,1,460.88767879355754,CUST179,0.08092624267212521,423.5897706549176
ORD0193,2024-05-25,Phone,East,7,1346.438703161886,CUST006,0.2927137207222576,6666.223344444433
ORD0194,2024-04-27,Keyboard,South,4,1961.4472478237703,CUST026,0.1756180456179822,6467.926862312759
ORD0195,2024-01-04,Tablet,West,6,196.36385254285648,CUST096,0.06354687853993131,1103.3132559340957
ORD0196,2024-11-02,Monitor,Central,8,915.0162567476495,CUST104,0.20824498456233526,5795.749683895596
ORD0197,2024-11-19,Tablet,North,8,1329.2377856811856,CUST051,0.1042040870170003,9525.806206366227
ORD0198,2024-05-25,Monitor,Central,6,1884.1825496107126,CUST020,0.04925819853653583,10748.226669017473
ORD0199,2024-12-06,Keyboard,North,10,1166.1109058135094,CUST146,0.17929076016347648,9570.379950752853
ORD0200,2024-03-03,Phone,East,9,890.7337440372177,CUST110,0.136667711244402,6920.992817203447
ORD0201,2024-01-01,Tablet,North,4,469.5774647108687,CUST078,0.25029866929484534,1408.1714006515642
ORD0202,2024-09-23,Phone,East,5,1613.528738889201,CUST126,0.016362752404838043,7935.634838183331
ORD0203,2024-03-06,Laptop,North,9,460.7198579657062,CUST164,0.087448460899557,3783.875539326684
ORD0204,2024-07-23,Monitor,North,9,522.9873669874253,CUST098,0.1162928510840036,4159.509074995874
ORD0205,2024-11-15,Keyboard,East,5,1264.3423295592575,CUST083,0.10906817829421492,5632.214074669827
ORD0206,2024-07-23,Keyboard,North,10,171.23410109262042,CUST142,0.025441373125458598,1668.7767043492058
ORD0207,2024-09-28,Monitor,South,7,216.5755487574708,CUST182,0.25495358761947956,1129.5118492776728
ORD0208,2024-02-19,Phone,West,4,917.6084980488035,CUST067,0.19061440107370592,2970.796415092352
ORD0209,2024-02-12,Laptop,South,1,255.7367737567293,CUST093,0.1469910314612601,218.14576159965273
ORD0210,2024-10-17,Laptop,North,1,390.77535930379946,CUST133,0.13794848271614388,336.86849140498435
ORD0211,2024-04-27,Tablet,North,7,1902.661858793342,CUST156,0.27962560911198864,9594.402143158735
ORD0212,2024-04-03,Keyboard,East,1,1405.825826324913,CUST066,0.022855777684830214,1373.694583774838
ORD0213,2024-01-22,Monitor,West,9,556.9063217089789,CUST060,0.047424196664040554,4774.459381063244
ORD0214,2024-05-27,Laptop,Central,4,1837.2877781314796,CUST017,0.14646204541180852,6272.779408544904
ORD0215,2024-01-08,Laptop,Central,6,1116.0289532738539,CUST075,0.04605469657991583,6387.783470738553
ORD0216,2024-04-08,Monitor,West,1,1080.0484635026005,CUST050,0.1997005283295313,864.3622147196327
ORD0217,2024-10-22,Laptop,South,7,1044.4785757957582,CUST155,0.13951118786494102,6291.334902909071
ORD0218,2024-10-16,Laptop,East,5,1714.153291809672,CUST127,0.12176135027809148,7527.178362076455
ORD0219,2024-08-15,Tablet,South,9,848.770272528135,CUST038,0.02021222256953572,7484.532649824518
ORD0220,2024-02-17,Keyboard,East,2,214.0423375261953,CUST138,0.0889993435989973,389.9854199679378
ORD0221,2024-12-02,Monitor,North,4,1161.1932364029294,CUST003,0.2810324274412607,3339.4411297929614
ORD0222,2024-12-04,Laptop,West,7,1937.4768575484923,CUST107,0.2643913718878213,9976.57285226239
ORD0223,2024-11-03,Keyboard,East,9,114.88461343601317,CUST062,0.2473853884896661,778.1745483869395
ORD0224,2024-06-27,Monitor,West,8,171.1122957088685,CUST080,0.27452748030790736,993.0981465456902
ORD0225,2024-07-06,Keyboard,North,9,334.65216059539546,CUST199,0.25958749304179396,2230.025806668752
ORD0226,2024-08-06,Laptop,South,2,1193.9364667604198,CUST179,0.10381524325475842,2139.9753240659197
ORD0227,2024-12-15,Phone,Central,4,1711.163639173215,CUST117,0.06079821212528965,6428.5117970307165
ORD0228,2024-01-16,Phone,North,8,1027.0111895224873,CUST019,0.2535044825368559,6133.273994904225
ORD0229,2024-12-23,Monitor,Central,6,1731.6178625102564,CUST145,0.2828884220551112,7450.579306693712
ORD0230,2024-06-11,Keyboard,East,10,1860.384580548549,CUST194,0.2978106652015442,13063.422110846897
ORD0231,2024-03-21,Monitor,South,10,727.5368145434545,CUST149,0.10059818482258413,6543.47931608778
ORD0232,2024-05-14,Phone,East,7,434.3420978558941,CUST137,0.0519819186547704,2882.349135797647
ORD0233,2024-03-17,Laptop,West,2,1461.2025180831972,CUST005,0.2979487327938245,2051.6781589303264
ORD0234,2024-06-11,Phone,Central,9,118.53216884483709,CUST133,0.29361507997936415,753.5640294839947
ORD0235,2024-11-07,Keyboard,North,3,1264.6978481160877,CUST045,0.17562643963287164,3127.750403520315
ORD0236,2024-02-27,Tablet,East,9,172.88396619148438,CUST032,0.23014916766740823,1197.8537874252652
ORD0237,2024-03-03,Keyboard,North,8,1966.3054019155445,CUST109,0.007250680800567088,15616.386792718593
ORD0238,2024-05-14,Monitor,Central,6,482.0051690669398,CUST040,0.25902231286518496,2142.9304521734794
ORD0239,2024-04-05,Tablet,West,10,503.36467496556907,CUST157,0.15358687303800783,4260.544685398141
ORD0240,2024-02-04,Tablet,East,3,1793.5033874685873,CUST017,0.14902370316806407,4578.686613070654
ORD0241,2024-04-16,Monitor,South,6,1284.5453757217563,CUST101,0.20214158803973062,6149.312001385608
ORD0242,2024-03-23,Tablet,Central,1,1896.9348453504329,CUST137,0.29349019078040456,1340.203075690537
ORD0243,2024-02-11,Tablet,East,2,1135.1650113800695,CUST016,0.15772890337266585,1912.2333579761428
ORD0244,2024-03-16,Monitor,East,7,981.49940896016,CUST131,0.25906537005447333,5090.588309587544
ORD0245,2024-09-27,Keyboard,North,5,1945.6937366575398,CUST087,0.29115073181405143,6896.017906718405
ORD0246,2024-09-19,Monitor,North,4,1630.6892578393597,CUST146,0.002780202885107208,6504.622443440006
ORD0247,2024-09-01,Keyboard,South,1,1558.941725752338,CUST162,0.11654249539124252,1377.2587668636306
ORD0248,2024-05-22,Keyboard,Central,4,1946.7418996197493,CUST141,0.035261159944608975,7512.390088505542
ORD0249,2024-02-07,Phone,East,7,826.7648094739553,CUST119,0.15111245471013812,4912.812447524704
ORD0250,2024-06-08,Keyboard,Central,5,1889.7977449934865,CUST188,0.01633954057654452,9294.596590288515
ORD0251,2024-11-23,Monitor,South,8,1623.2435760499889,CUST158,0.24355737572577432,9823.125044028258
ORD0252,2024-11-19,Keyboard,West,1,1888.663113618849,CUST121,0.06432395674158818,1767.1768291989968
ORD0253,2024-03-06,Laptop,Central,5,294.2123989649708,CUST166,0.08609317243586698,1344.4136008405474
ORD0254,2024-10-28,Keyboard,West,9,866.4657217326888,CUST055,0.10097734132043043,7010.750851261506
ORD0255,2024-10-17,Monitor,Central,2,1927.9387132225675,CUST183,0.07141805463477721,3580.498161738272
ORD0256,2024-03-19,Phone,West,3,1123.5819914409572,CUST139,0.24068327755613628,2559.463785413691
ORD0257,2024-01-04,Tablet,North,3,1835.656117507125,CUST039,0.057081447730477006,5192.622626353535
ORD0258,2024-02-05,Laptop,East,6,1422.9614553038439,CUST032,0.06253685145556963,8003.843556879037
ORD0259,2024-11-26,Keyboard,Central,2,407.86936866172493,CUST148,0.12410523162060888,714.5012923860202
ORD0260,2024-01-13,Tablet,North,2,823.4747735360718,CUST155,0.05889486541806371,1549.9526751469887
ORD0261,2024-08-05,Keyboard,East,4,1877.0084514535304,CUST149,0.16355605542217241,6280.049412558843
ORD0262,2024-08-19,Keyboard,East,7,1153.78965487137,CUST055,0.026262375042393225,7864.418787645733
